EmployeeKey,EmployeeCode,FirstName,LastName,BirthDate,Gender,DepartmentKey,RoleKey,LocationKey,EmploymentTypeKey,ManagerKey,HireDate,TerminationDate,TerminationReason
250,EMP000252,First_000252,Last_000252,4/03/2000,M,7,23,5,3,NULL,24/12/2024,NULL,NULL
251,EMP000253,First_000253,Last_000253,26/02/2000,F,10,11,8,1,NULL,25/11/2024,NULL,NULL
252,EMP000254,First_000254,Last_000254,19/02/2000,M,3,40,3,2,NULL,27/10/2024,NULL,NULL
253,EMP000255,First_000255,Last_000255,12/02/2000,F,6,8,6,3,NULL,28/09/2024,NULL,NULL
254,EMP000256,First_000256,Last_000256,5/02/2000,M,9,37,1,1,NULL,30/08/2024,NULL,NULL
255,EMP000257,First_000257,Last_000257,29/01/2000,F,2,5,4,2,NULL,1/08/2024,NULL,NULL
256,EMP000258,First_000258,Last_000258,22/01/2000,M,5,34,7,3,NULL,3/07/2024,NULL,NULL
257,EMP000259,First_000259,Last_000259,15/01/2000,F,8,2,2,1,NULL,4/06/2024,NULL,NULL
258,EMP000260,First_000260,Last_000260,8/01/2000,M,1,31,5,2,NULL,6/05/2024,2/12/2024,Termination
259,EMP000261,First_000261,Last_000261,1/01/2000,F,4,19,8,3,NULL,7/04/2024,NULL,NULL
260,EMP000262,First_000262,Last_000262,25/12/1999,M,7,28,3,1,NULL,9/03/2024,NULL,NULL
261,EMP000263,First_000263,Last_000263,18/12/1999,F,10,16,6,2,NULL,9/02/2024,NULL,NULL
262,EMP000264,First_000264,Last_000264,11/12/1999,M,3,25,1,3,NULL,11/01/2024,NULL,NULL
263,EMP000265,First_000265,Last_000265,4/12/1999,F,6,13,4,1,NULL,13/12/2023,NULL,NULL
264,EMP000266,First_000266,Last_000266,27/11/1999,M,9,22,7,2,NULL,14/11/2023,NULL,NULL
265,EMP000267,First_000267,Last_000267,20/11/1999,F,2,10,2,3,NULL,16/10/2023,NULL,NULL
266,EMP000268,First_000268,Last_000268,13/11/1999,M,5,39,5,1,NULL,17/09/2023,NULL,NULL
267,EMP000269,First_000269,Last_000269,6/11/1999,F,8,7,8,2,NULL,19/08/2023,NULL,NULL
268,EMP000270,First_000270,Last_000270,30/10/1999,M,1,36,3,3,NULL,21/07/2023,27/01/2024,Resignation
269,EMP000271,First_000271,Last_000271,23/10/1999,F,4,4,6,1,NULL,22/06/2023,NULL,NULL
270,EMP000272,First_000272,Last_000272,16/10/1999,M,7,33,1,2,NULL,24/05/2023,NULL,NULL
271,EMP000273,First_000273,Last_000273,9/10/1999,F,10,1,4,3,NULL,25/04/2023,NULL,NULL
272,EMP000274,First_000274,Last_000274,2/10/1999,M,3,30,7,1,NULL,27/03/2023,NULL,NULL
273,EMP000275,First_000275,Last_000275,25/09/1999,F,6,18,2,2,NULL,26/02/2023,NULL,NULL
274,EMP000276,First_000276,Last_000276,18/09/1999,M,9,27,5,3,NULL,28/01/2023,NULL,NULL
275,EMP000277,First_000277,Last_000277,11/09/1999,F,2,15,8,1,NULL,30/12/2022,NULL,NULL
276,EMP000278,First_000278,Last_000278,4/09/1999,M,5,24,3,2,NULL,1/12/2022,NULL,NULL
277,EMP000279,First_000279,Last_000279,28/08/1999,F,8,12,6,3,NULL,2/11/2022,NULL,NULL
278,EMP000280,First_000280,Last_000280,21/08/1999,M,1,21,1,1,NULL,4/10/2022,22/03/2024,Retirement
279,EMP000281,First_000281,Last_000281,14/08/1999,F,4,9,4,2,NULL,5/09/2022,NULL,NULL
280,EMP000282,First_000282,Last_000282,7/08/1999,M,7,38,7,3,NULL,7/08/2022,NULL,NULL
281,EMP000283,First_000283,Last_000283,31/07/1999,F,10,6,2,1,NULL,9/07/2022,NULL,NULL
282,EMP000284,First_000284,Last_000284,24/07/1999,M,3,35,5,2,NULL,10/06/2022,NULL,NULL
283,EMP000285,First_000285,Last_000285,17/07/1999,F,6,3,8,3,NULL,12/05/2022,NULL,NULL
284,EMP000286,First_000286,Last_000286,10/07/1999,M,9,32,3,1,NULL,13/04/2022,NULL,NULL
285,EMP000287,First_000287,Last_000287,3/07/1999,F,2,20,6,2,NULL,15/03/2022,NULL,NULL
286,EMP000288,First_000288,Last_000288,26/06/1999,M,5,29,1,3,NULL,14/02/2022,NULL,NULL
287,EMP000289,First_000289,Last_000289,19/06/1999,F,8,17,4,1,NULL,16/01/2022,NULL,NULL
288,EMP000290,First_000290,Last_000290,12/06/1999,M,1,26,7,2,NULL,18/12/2021,16/05/2024,Termination
289,EMP000291,First_000291,Last_000291,5/06/1999,F,4,14,2,3,NULL,19/11/2021,NULL,NULL
290,EMP000292,First_000292,Last_000292,29/05/1999,M,7,23,5,1,NULL,21/10/2021,NULL,NULL
291,EMP000293,First_000293,Last_000293,22/05/1999,F,10,11,8,2,NULL,22/09/2021,NULL,NULL
292,EMP000294,First_000294,Last_000294,15/05/1999,M,3,40,3,3,NULL,24/08/2021,NULL,NULL
293,EMP000295,First_000295,Last_000295,8/05/1999,F,6,8,6,1,NULL,26/07/2021,NULL,NULL
294,EMP000296,First_000296,Last_000296,1/05/1999,M,9,37,1,2,NULL,27/06/2021,NULL,NULL
295,EMP000297,First_000297,Last_000297,24/04/1999,F,2,5,4,3,NULL,29/05/2021,NULL,NULL
296,EMP000298,First_000298,Last_000298,17/04/1999,M,5,34,7,1,NULL,30/04/2021,NULL,NULL
297,EMP000299,First_000299,Last_000299,10/04/1999,F,8,2,2,2,NULL,1/04/2021,NULL,NULL
298,EMP000300,First_000301,Last_000301,27/03/1999,F,4,19,8,1,NULL,2/02/2021,NULL,NULL
299,EMP000302,First_000302,Last_000302,20/03/1999,M,7,28,3,2,NULL,4/01/2021,NULL,NULL
300,EMP000303,First_000303,Last_000303,13/03/1999,F,10,16,6,3,NULL,6/12/2020,NULL,NULL
301,EMP000304,First_000304,Last_000304,6/03/1999,M,3,25,1,1,NULL,7/11/2020,NULL,NULL
302,EMP000305,First_000305,Last_000305,27/02/1999,F,6,13,4,2,NULL,9/10/2020,NULL,NULL
303,EMP000306,First_000306,Last_000306,20/02/1999,M,9,22,7,3,NULL,10/09/2020,NULL,NULL
304,EMP000307,First_000307,Last_000307,13/02/1999,F,2,10,2,1,NULL,12/08/2020,NULL,NULL
305,EMP000308,First_000308,Last_000308,6/02/1999,M,5,39,5,2,NULL,14/07/2020,NULL,NULL
306,EMP000309,First_000309,Last_000309,30/01/1999,F,8,7,8,3,NULL,15/06/2020,NULL,NULL
307,EMP000310,First_000310,Last_000310,23/01/1999,M,1,36,3,1,NULL,17/05/2020,3/09/2024,Retirement
308,EMP000311,First_000311,Last_000311,16/01/1999,F,4,4,6,2,NULL,18/04/2020,NULL,NULL
309,EMP000312,First_000312,Last_000312,9/01/1999,M,7,33,1,3,NULL,20/03/2020,NULL,NULL
310,EMP000313,First_000313,Last_000313,2/01/1999,F,10,1,4,1,NULL,20/02/2020,NULL,NULL
311,EMP000314,First_000314,Last_000314,26/12/1998,M,3,30,7,2,NULL,22/01/2020,NULL,NULL
312,EMP000315,First_000315,Last_000315,19/12/1998,F,6,18,2,3,NULL,24/12/2019,NULL,NULL
313,EMP000316,First_000316,Last_000316,12/12/1998,M,9,27,5,1,NULL,25/11/2019,NULL,NULL
314,EMP000317,First_000317,Last_000317,5/12/1998,F,2,15,8,2,NULL,27/10/2019,NULL,NULL
315,EMP000318,First_000318,Last_000318,28/11/1998,M,5,24,3,3,NULL,28/09/2019,NULL,NULL
316,EMP000319,First_000319,Last_000319,21/11/1998,F,8,12,6,1,NULL,30/08/2019,NULL,NULL
317,EMP000320,First_000320,Last_000320,14/11/1998,M,1,21,1,2,NULL,1/08/2019,28/10/2024,Termination
318,EMP000321,First_000321,Last_000321,7/11/1998,F,4,9,4,3,NULL,3/07/2019,NULL,NULL
319,EMP000322,First_000322,Last_000322,31/10/1998,M,7,38,7,1,NULL,4/06/2019,NULL,NULL
320,EMP000323,First_000323,Last_000323,24/10/1998,F,10,6,2,2,NULL,6/05/2019,NULL,NULL
321,EMP000324,First_000324,Last_000324,17/10/1998,M,3,35,5,3,NULL,7/04/2019,NULL,NULL
322,EMP000325,First_000325,Last_000325,10/10/1998,F,6,3,8,1,NULL,9/03/2019,NULL,NULL
323,EMP000326,First_000326,Last_000326,3/10/1998,M,9,32,3,2,NULL,8/02/2019,NULL,NULL
324,EMP000327,First_000327,Last_000327,26/09/1998,F,2,20,6,3,NULL,10/01/2019,NULL,NULL
325,EMP000328,First_000328,Last_000328,19/09/1998,M,5,29,1,1,NULL,12/12/2018,NULL,NULL
326,EMP000329,First_000329,Last_000329,12/09/1998,F,8,17,4,2,NULL,13/11/2018,NULL,NULL
327,EMP000330,First_000330,Last_000330,5/09/1998,M,1,26,7,3,NULL,15/10/2018,22/12/2024,Resignation
328,EMP000331,First_000331,Last_000331,29/08/1998,F,4,14,2,1,NULL,16/09/2018,NULL,NULL
329,EMP000332,First_000332,Last_000332,22/08/1998,M,7,23,5,2,NULL,18/08/2018,NULL,NULL
330,EMP000333,First_000333,Last_000333,15/08/1998,F,10,11,8,3,NULL,20/07/2018,NULL,NULL
331,EMP000334,First_000334,Last_000334,8/08/1998,M,3,40,3,1,NULL,21/06/2018,NULL,NULL
332,EMP000335,First_000335,Last_000335,1/08/1998,F,6,8,6,2,NULL,23/05/2018,NULL,NULL
333,EMP000336,First_000336,Last_000336,25/07/1998,M,9,37,1,3,NULL,24/04/2018,NULL,NULL
334,EMP000337,First_000337,Last_000337,18/07/1998,F,2,5,4,1,NULL,26/03/2018,NULL,NULL
335,EMP000338,First_000338,Last_000338,11/07/1998,M,5,34,7,2,NULL,25/02/2018,NULL,NULL
336,EMP000339,First_000339,Last_000339,4/07/1998,F,8,2,2,3,NULL,27/01/2018,NULL,NULL
337,EMP000340,First_000340,Last_000340,27/06/1998,M,1,31,5,1,NULL,29/12/2017,16/02/2024,Retirement
338,EMP000341,First_000341,Last_000341,20/06/1998,F,4,19,8,2,NULL,30/11/2017,NULL,NULL
339,EMP000342,First_000342,Last_000342,13/06/1998,M,7,28,3,3,NULL,1/11/2017,NULL,NULL
340,EMP000343,First_000343,Last_000343,6/06/1998,F,10,16,6,1,NULL,3/10/2017,NULL,NULL
341,EMP000344,First_000344,Last_000344,30/05/1998,M,3,25,1,2,NULL,4/09/2017,NULL,NULL
342,EMP000345,First_000345,Last_000345,23/05/1998,F,6,13,4,3,NULL,6/08/2017,NULL,NULL
343,EMP000346,First_000346,Last_000346,16/05/1998,M,9,22,7,1,NULL,8/07/2017,NULL,NULL
344,EMP000347,First_000347,Last_000347,9/05/1998,F,2,10,2,2,NULL,9/06/2017,NULL,NULL
345,EMP000348,First_000348,Last_000348,2/05/1998,M,5,39,5,3,NULL,11/05/2017,NULL,NULL
346,EMP000349,First_000349,Last_000349,25/04/1998,F,8,7,8,1,NULL,12/04/2017,NULL,NULL
347,EMP000350,First_000350,Last_000350,18/04/1998,M,1,36,3,2,NULL,14/03/2017,11/04/2024,Termination
348,EMP000351,First_000351,Last_000351,11/04/1998,F,4,4,6,3,NULL,13/02/2017,NULL,NULL
349,EMP000352,First_000352,Last_000352,4/04/1998,M,7,33,1,1,NULL,15/01/2017,NULL,NULL
350,EMP000353,First_000353,Last_000353,28/03/1998,F,10,1,4,2,NULL,17/12/2016,NULL,NULL
351,EMP000354,First_000354,Last_000354,21/03/1998,M,3,30,7,3,NULL,18/11/2016,NULL,NULL
352,EMP000355,First_000355,Last_000355,14/03/1998,F,6,18,2,1,NULL,20/10/2016,NULL,NULL
353,EMP000356,First_000356,Last_000356,7/03/1998,M,9,27,5,2,NULL,21/09/2016,NULL,NULL
354,EMP000357,First_000357,Last_000357,28/02/1998,F,2,15,8,3,NULL,23/08/2016,NULL,NULL
355,EMP000358,First_000358,Last_000358,21/02/1998,M,5,24,3,1,NULL,25/07/2016,NULL,NULL
356,EMP000359,First_000359,Last_000359,14/02/1998,F,8,12,6,2,NULL,26/06/2016,NULL,NULL
357,EMP000360,First_000360,Last_000360,7/02/1998,M,1,21,1,3,NULL,28/05/2016,5/06/2024,Resignation
358,EMP000361,First_000361,Last_000361,31/01/1998,F,4,9,4,1,NULL,29/04/2016,NULL,NULL
359,EMP000362,First_000362,Last_000362,24/01/1998,M,7,38,7,2,NULL,31/03/2016,NULL,NULL
360,EMP000363,First_000363,Last_000363,17/01/1998,F,10,6,2,3,NULL,2/03/2016,NULL,NULL
361,EMP000364,First_000364,Last_000364,10/01/1998,M,3,35,5,1,NULL,2/02/2016,NULL,NULL
362,EMP000365,First_000365,Last_000365,3/01/1998,F,6,3,8,2,NULL,4/01/2016,NULL,NULL
363,EMP000366,First_000366,Last_000366,27/12/1997,M,9,32,3,3,NULL,6/12/2015,NULL,NULL
364,EMP000367,First_000367,Last_000367,20/12/1997,F,2,20,6,1,NULL,7/11/2015,NULL,NULL
365,EMP000368,First_000368,Last_000368,13/12/1997,M,5,29,1,2,NULL,9/10/2015,NULL,NULL
366,EMP000369,First_000369,Last_000369,6/12/1997,F,8,17,4,3,NULL,10/09/2015,NULL,NULL
367,EMP000370,First_000370,Last_000370,29/11/1997,M,1,26,7,1,NULL,12/08/2015,30/07/2024,Retirement
368,EMP000371,First_000371,Last_000371,22/11/1997,F,4,14,2,2,NULL,14/07/2015,NULL,NULL
369,EMP000372,First_000372,Last_000372,15/11/1997,M,7,23,5,3,NULL,15/06/2015,NULL,NULL
370,EMP000373,First_000373,Last_000373,8/11/1997,F,10,11,8,1,NULL,17/05/2015,NULL,NULL
371,EMP000374,First_000374,Last_000374,1/11/1997,M,3,40,3,2,NULL,18/04/2015,NULL,NULL
372,EMP000375,First_000375,Last_000375,25/10/1997,F,6,8,6,3,NULL,20/03/2015,NULL,NULL
373,EMP000376,First_000376,Last_000376,18/10/1997,M,9,37,1,1,NULL,19/02/2015,NULL,NULL
374,EMP000377,First_000377,Last_000377,11/10/1997,F,2,5,4,2,NULL,21/01/2015,NULL,NULL
375,EMP000378,First_000378,Last_000378,4/10/1997,M,5,34,7,3,NULL,20/12/2024,NULL,NULL
376,EMP000379,First_000379,Last_000379,27/09/1997,F,8,2,2,1,NULL,21/11/2024,NULL,NULL
377,EMP000380,First_000380,Last_000380,20/09/1997,M,1,31,5,2,NULL,23/10/2024,NULL,Termination
378,EMP000381,First_000381,Last_000381,13/09/1997,F,4,19,8,3,NULL,24/09/2024,NULL,NULL
379,EMP000382,First_000382,Last_000382,6/09/1997,M,7,28,3,1,NULL,26/08/2024,NULL,NULL
380,EMP000383,First_000383,Last_000383,30/08/1997,F,10,16,6,2,NULL,28/07/2024,NULL,NULL
381,EMP000384,First_000384,Last_000384,23/08/1997,M,3,25,1,3,NULL,29/06/2024,NULL,NULL
382,EMP000385,First_000385,Last_000385,16/08/1997,F,6,13,4,1,NULL,31/05/2024,NULL,NULL
383,EMP000386,First_000386,Last_000386,9/08/1997,M,9,22,7,2,NULL,2/05/2024,NULL,NULL
384,EMP000387,First_000387,Last_000387,2/08/1997,F,2,10,2,3,NULL,3/04/2024,NULL,NULL
385,EMP000388,First_000388,Last_000388,26/07/1997,M,5,39,5,1,NULL,5/03/2024,NULL,NULL
386,EMP000389,First_000389,Last_000389,19/07/1997,F,8,7,8,2,NULL,5/02/2024,NULL,NULL
387,EMP000390,First_000390,Last_000390,12/07/1997,M,1,36,3,3,NULL,7/01/2024,17/11/2024,Resignation
388,EMP000391,First_000391,Last_000391,5/07/1997,F,4,4,6,1,NULL,9/12/2023,NULL,NULL
389,EMP000392,First_000392,Last_000392,28/06/1997,M,7,33,1,2,NULL,10/11/2023,NULL,NULL
390,EMP000393,First_000393,Last_000393,21/06/1997,F,10,1,4,3,NULL,12/10/2023,NULL,NULL
391,EMP000394,First_000394,Last_000394,14/06/1997,M,3,30,7,1,NULL,13/09/2023,NULL,NULL
392,EMP000395,First_000395,Last_000395,7/06/1997,F,6,18,2,2,NULL,15/08/2023,NULL,NULL
393,EMP000396,First_000396,Last_000396,31/05/1997,M,9,27,5,3,NULL,17/07/2023,NULL,NULL
394,EMP000397,First_000397,Last_000397,24/05/1997,F,2,15,8,1,NULL,18/06/2023,NULL,NULL
395,EMP000398,First_000398,Last_000398,17/05/1997,M,5,24,3,2,NULL,20/05/2023,NULL,NULL
396,EMP000399,First_000399,Last_000399,10/05/1997,F,8,12,6,3,NULL,21/04/2023,NULL,NULL
397,EMP000400,First_000401,Last_000401,26/04/1997,F,4,9,4,2,NULL,22/02/2023,NULL,NULL
398,EMP000402,First_000402,Last_000402,19/04/1997,M,7,38,7,3,NULL,24/01/2023,NULL,NULL
399,EMP000403,First_000403,Last_000403,12/04/1997,F,10,6,2,1,NULL,26/12/2022,NULL,NULL
400,EMP000404,First_000404,Last_000404,5/04/1997,M,3,35,5,2,NULL,27/11/2022,NULL,NULL
401,EMP000405,First_000405,Last_000405,29/03/1997,F,6,3,8,3,NULL,29/10/2022,NULL,NULL
402,EMP000406,First_000406,Last_000406,22/03/1997,M,9,32,3,1,NULL,30/09/2022,NULL,NULL
403,EMP000407,First_000407,Last_000407,15/03/1997,F,2,20,6,2,NULL,1/09/2022,NULL,NULL
404,EMP000408,First_000408,Last_000408,8/03/1997,M,5,29,1,3,NULL,3/08/2022,NULL,NULL
405,EMP000409,First_000409,Last_000409,1/03/1997,F,8,17,4,1,NULL,5/07/2022,NULL,NULL
406,EMP000410,First_000410,Last_000410,22/02/1997,M,1,26,7,2,NULL,6/06/2022,7/03/2024,Termination
407,EMP000411,First_000411,Last_000411,15/02/1997,F,4,14,2,3,NULL,8/05/2022,NULL,NULL
408,EMP000412,First_000412,Last_000412,8/02/1997,M,7,23,5,1,NULL,9/04/2022,NULL,NULL
409,EMP000413,First_000413,Last_000413,1/02/1997,F,10,11,8,2,NULL,11/03/2022,NULL,NULL
410,EMP000414,First_000414,Last_000414,25/01/1997,M,3,40,3,3,NULL,10/02/2022,NULL,NULL
411,EMP000415,First_000415,Last_000415,18/01/1997,F,6,8,6,1,NULL,12/01/2022,NULL,NULL
412,EMP000416,First_000416,Last_000416,11/01/1997,M,9,37,1,2,NULL,14/12/2021,NULL,NULL
413,EMP000417,First_000417,Last_000417,4/01/1997,F,2,5,4,3,NULL,15/11/2021,NULL,NULL
414,EMP000418,First_000418,Last_000418,28/12/1996,M,5,34,7,1,NULL,17/10/2021,NULL,NULL
415,EMP000419,First_000419,Last_000419,21/12/1996,F,8,2,2,2,NULL,18/09/2021,NULL,NULL
416,EMP000420,First_000420,Last_000420,14/12/1996,M,1,31,5,3,NULL,20/08/2021,1/05/2024,Resignation
417,EMP000421,First_000421,Last_000421,7/12/1996,F,4,19,8,1,NULL,22/07/2021,NULL,NULL
418,EMP000422,First_000422,Last_000422,30/11/1996,M,7,28,3,2,NULL,23/06/2021,NULL,NULL
419,EMP000423,First_000423,Last_000423,23/11/1996,F,10,16,6,3,NULL,25/05/2021,NULL,NULL
420,EMP000424,First_000424,Last_000424,16/11/1996,M,3,25,1,1,NULL,26/04/2021,NULL,NULL
421,EMP000425,First_000425,Last_000425,9/11/1996,F,6,13,4,2,NULL,28/03/2021,NULL,NULL
422,EMP000426,First_000426,Last_000426,2/11/1996,M,9,22,7,3,NULL,27/02/2021,NULL,NULL
423,EMP000427,First_000427,Last_000427,26/10/1996,F,2,10,2,1,NULL,29/01/2021,NULL,NULL
424,EMP000428,First_000428,Last_000428,19/10/1996,M,5,39,5,2,NULL,31/12/2020,NULL,NULL
425,EMP000429,First_000429,Last_000429,12/10/1996,F,8,7,8,3,NULL,2/12/2020,NULL,NULL
426,EMP000430,First_000430,Last_000430,5/10/1996,M,1,36,3,1,NULL,3/11/2020,25/06/2024,Retirement
427,EMP000431,First_000431,Last_000431,28/09/1996,F,4,4,6,2,NULL,5/10/2020,NULL,NULL
428,EMP000432,First_000432,Last_000432,21/09/1996,M,7,33,1,3,NULL,6/09/2020,NULL,NULL
429,EMP000433,First_000433,Last_000433,14/09/1996,F,10,1,4,1,NULL,8/08/2020,NULL,NULL
430,EMP000434,First_000434,Last_000434,7/09/1996,M,3,30,7,2,NULL,10/07/2020,NULL,NULL
431,EMP000435,First_000435,Last_000435,31/08/1996,F,6,18,2,3,NULL,11/06/2020,NULL,NULL
432,EMP000436,First_000436,Last_000436,24/08/1996,M,9,27,5,1,NULL,13/05/2020,NULL,NULL
433,EMP000437,First_000437,Last_000437,17/08/1996,F,2,15,8,2,NULL,14/04/2020,NULL,NULL
434,EMP000438,First_000438,Last_000438,10/08/1996,M,5,24,3,3,NULL,16/03/2020,NULL,NULL
435,EMP000439,First_000439,Last_000439,3/08/1996,F,8,12,6,1,NULL,16/02/2020,NULL,NULL
436,EMP000440,First_000440,Last_000440,27/07/1996,M,1,21,1,2,NULL,18/01/2020,19/08/2024,Termination
437,EMP000441,First_000441,Last_000441,20/07/1996,F,4,9,4,3,NULL,20/12/2019,NULL,NULL
438,EMP000442,First_000442,Last_000442,13/07/1996,M,7,38,7,1,NULL,21/11/2019,NULL,NULL
439,EMP000443,First_000443,Last_000443,6/07/1996,F,10,6,2,2,NULL,23/10/2019,NULL,NULL
440,EMP000444,First_000444,Last_000444,29/06/1996,M,3,35,5,3,NULL,24/09/2019,NULL,NULL
441,EMP000445,First_000445,Last_000445,22/06/1996,F,6,3,8,1,NULL,26/08/2019,NULL,NULL
442,EMP000446,First_000446,Last_000446,15/06/1996,M,9,32,3,2,NULL,28/07/2019,NULL,NULL
443,EMP000447,First_000447,Last_000447,8/06/1996,F,2,20,6,3,NULL,29/06/2019,NULL,NULL
444,EMP000448,First_000448,Last_000448,1/06/1996,M,5,29,1,1,NULL,31/05/2019,NULL,NULL
445,EMP000449,First_000449,Last_000449,25/05/1996,F,8,17,4,2,NULL,2/05/2019,NULL,NULL
446,EMP000450,First_000450,Last_000450,18/05/1996,M,1,26,7,3,NULL,3/04/2019,13/10/2024,Resignation
447,EMP000451,First_000451,Last_000451,11/05/1996,F,4,14,2,1,NULL,5/03/2019,NULL,NULL
448,EMP000452,First_000452,Last_000452,4/05/1996,M,7,23,5,2,NULL,4/02/2019,NULL,NULL
449,EMP000453,First_000453,Last_000453,27/04/1996,F,10,11,8,3,NULL,6/01/2019,NULL,NULL
450,EMP000454,First_000454,Last_000454,20/04/1996,M,3,40,3,1,NULL,8/12/2018,NULL,NULL
451,EMP000455,First_000455,Last_000455,13/04/1996,F,6,8,6,2,NULL,9/11/2018,NULL,NULL
452,EMP000456,First_000456,Last_000456,6/04/1996,M,9,37,1,3,NULL,11/10/2018,NULL,NULL
453,EMP000457,First_000457,Last_000457,30/03/1996,F,2,5,4,1,NULL,12/09/2018,NULL,NULL
454,EMP000458,First_000458,Last_000458,23/03/1996,M,5,34,7,2,NULL,14/08/2018,NULL,NULL
455,EMP000459,First_000459,Last_000459,16/03/1996,F,8,2,2,3,NULL,16/07/2018,NULL,NULL
456,EMP000460,First_000460,Last_000460,9/03/1996,M,1,31,5,1,NULL,17/06/2018,7/12/2024,Retirement
457,EMP000461,First_000461,Last_000461,2/03/1996,F,4,19,8,2,NULL,19/05/2018,NULL,NULL
458,EMP000462,First_000462,Last_000462,24/02/1996,M,7,28,3,3,NULL,20/04/2018,NULL,NULL
459,EMP000463,First_000463,Last_000463,17/02/1996,F,10,16,6,1,NULL,22/03/2018,NULL,NULL
460,EMP000464,First_000464,Last_000464,10/02/1996,M,3,25,1,2,NULL,21/02/2018,NULL,NULL
461,EMP000465,First_000465,Last_000465,3/02/1996,F,6,13,4,3,NULL,23/01/2018,NULL,NULL
462,EMP000466,First_000466,Last_000466,27/01/1996,M,9,22,7,1,NULL,25/12/2017,NULL,NULL
463,EMP000467,First_000467,Last_000467,20/01/1996,F,2,10,2,2,NULL,26/11/2017,NULL,NULL
464,EMP000468,First_000468,Last_000468,13/01/1996,M,5,39,5,3,NULL,28/10/2017,NULL,NULL
465,EMP000469,First_000469,Last_000469,6/01/1996,F,8,7,8,1,NULL,29/09/2017,NULL,NULL
466,EMP000470,First_000470,Last_000470,30/12/1995,M,1,36,3,2,NULL,31/08/2017,1/02/2024,Termination
467,EMP000471,First_000471,Last_000471,23/12/1995,F,4,4,6,3,NULL,2/08/2017,NULL,NULL
468,EMP000472,First_000472,Last_000472,16/12/1995,M,7,33,1,1,NULL,4/07/2017,NULL,NULL
469,EMP000473,First_000473,Last_000473,9/12/1995,F,10,1,4,2,NULL,5/06/2017,NULL,NULL
470,EMP000474,First_000474,Last_000474,2/12/1995,M,3,30,7,3,NULL,7/05/2017,NULL,NULL
471,EMP000475,First_000475,Last_000475,25/11/1995,F,6,18,2,1,NULL,8/04/2017,NULL,NULL
472,EMP000476,First_000476,Last_000476,18/11/1995,M,9,27,5,2,NULL,10/03/2017,NULL,NULL
473,EMP000477,First_000477,Last_000477,11/11/1995,F,2,15,8,3,NULL,9/02/2017,NULL,NULL
474,EMP000478,First_000478,Last_000478,4/11/1995,M,5,24,3,1,NULL,11/01/2017,NULL,NULL
475,EMP000479,First_000479,Last_000479,28/10/1995,F,8,12,6,2,NULL,13/12/2016,NULL,NULL
476,EMP000480,First_000480,Last_000480,21/10/1995,M,1,21,1,3,NULL,14/11/2016,27/03/2024,Resignation
477,EMP000481,First_000481,Last_000481,14/10/1995,F,4,9,4,1,NULL,16/10/2016,NULL,NULL
478,EMP000482,First_000482,Last_000482,7/10/1995,M,7,38,7,2,NULL,17/09/2016,NULL,NULL
479,EMP000483,First_000483,Last_000483,30/09/1995,F,10,6,2,3,NULL,19/08/2016,NULL,NULL
480,EMP000484,First_000484,Last_000484,23/09/1995,M,3,35,5,1,NULL,21/07/2016,NULL,NULL
481,EMP000485,First_000485,Last_000485,16/09/1995,F,6,3,8,2,NULL,22/06/2016,NULL,NULL
482,EMP000486,First_000486,Last_000486,9/09/1995,M,9,32,3,3,NULL,24/05/2016,NULL,NULL
483,EMP000487,First_000487,Last_000487,2/09/1995,F,2,20,6,1,NULL,25/04/2016,NULL,NULL
484,EMP000488,First_000488,Last_000488,26/08/1995,M,5,29,1,2,NULL,27/03/2016,NULL,NULL
485,EMP000489,First_000489,Last_000489,19/08/1995,F,8,17,4,3,NULL,27/02/2016,NULL,NULL
486,EMP000490,First_000490,Last_000490,12/08/1995,M,1,26,7,1,NULL,29/01/2016,21/05/2024,Retirement
487,EMP000491,First_000491,Last_000491,5/08/1995,F,4,14,2,2,NULL,31/12/2015,NULL,NULL
488,EMP000492,First_000492,Last_000492,29/07/1995,M,7,23,5,3,NULL,2/12/2015,NULL,NULL
489,EMP000493,First_000493,Last_000493,22/07/1995,F,10,11,8,1,NULL,3/11/2015,NULL,NULL
490,EMP000494,First_000494,Last_000494,15/07/1995,M,3,40,3,2,NULL,5/10/2015,NULL,NULL
491,EMP000495,First_000495,Last_000495,8/07/1995,F,6,8,6,3,NULL,6/09/2015,NULL,NULL
492,EMP000496,First_000496,Last_000496,1/07/1995,M,9,37,1,1,NULL,8/08/2015,NULL,NULL
493,EMP000497,First_000497,Last_000497,24/06/1995,F,2,5,4,2,NULL,10/07/2015,NULL,NULL
494,EMP000498,First_000498,Last_000498,17/06/1995,M,5,34,7,3,NULL,11/06/2015,NULL,NULL
495,EMP000499,First_000499,Last_000499,10/06/1995,F,8,2,2,1,NULL,13/05/2015,NULL,NULL
496,EMP000500,First_000501,Last_000501,27/05/1995,F,4,19,8,3,NULL,16/03/2015,NULL,NULL
497,EMP000502,First_000502,Last_000502,20/05/1995,M,7,28,3,1,NULL,15/02/2015,NULL,NULL
498,EMP000503,First_000503,Last_000503,13/05/1995,F,10,16,6,2,NULL,17/01/2015,NULL,NULL
499,EMP000504,First_000504,Last_000504,6/05/1995,M,3,25,1,3,NULL,16/12/2024,NULL,NULL
500,EMP000505,First_000505,Last_000505,29/04/1995,F,6,13,4,1,NULL,17/11/2024,NULL,NULL
