Channel;City;Region;Customer name;Order Date;Order ID;Department;Product Category (gender);Product Sub category;Product SKU;Product name; Distance from the warehouse ; Price ; Cost of sales ; Discount ; Order Quantity ; Sales 
Small chain store;Darnall Ward;Yorkshire, South;Clifford Standifer & Mcdowell;14/01/2018;39173;Clothing;Men;Hoodies & Sweatshirts;MH08-M-Red;Oslo Trek Hoodie-M-Red;85;39;25;0,1;2;78
Small chain store;Llangeler Community;Ceredigion;Universal Case Co;14/01/2018;30915;Clothing;Men;Hoodies & Sweatshirts;MH08-S-Brown;Oslo Trek Hoodie-S-Brown;50;39;226,2;0;20;780
Supermarket;Abbey Ward;Buckinghamshire;A O J Mfg Corp;14/01/2018;39173;Clothing;Men;Hoodies & Sweatshirts;MH08-S-Purple;Oslo Trek Hoodie-S-Purple;160;39;716;0,1;36;1404
Local store;Brockley Ward;Greater London;Paralegal Personnel;15/01/2018;43620;Clothing;Men;Hoodies & Sweatshirts;MH08-S-Red;Oslo Trek Hoodie-S-Red;30;33;137,9;0,1;11;363
Franchise;Meads Ward;East Sussex;Sunderland Publishing Co;15/01/2018;10272;Clothing;Men;Hoodies & Sweatshirts;MH08-XL-Brown;Oslo Trek Hoodie-XL-Brown;110;29;53,1;0;3;87
Franchise;Abbey Ward;Buckinghamshire;Godfroy, William Esq;15/01/2018;43620;Clothing;Men;Hoodies & Sweatshirts;MH08-XL-Purple;Oslo Trek Hoodie-XL-Purple;160;36;173,2;0,1;13;468
Franchise;Abbey Ward;Buckinghamshire;Crossroads Travel Service Inc;15/01/2018;46884;Clothing;Men;Hoodies & Sweatshirts;MH08-XL-Red;Oslo Trek Hoodie-XL-Red;160;30;345,6;0,1;18;540
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Sarrail Lynch & Hall;15/01/2018;32868;Clothing;Men;Hoodies & Sweatshirts;MH08-XS-Brown;Oslo Trek Hoodie-XS-Brown;65;26;588,1;0,1;39;1014
Franchise;St. Ive;Cornwall;Typesetters;15/01/2018;46884;Clothing;Men;Hoodies & Sweatshirts;MH08-XS-Purple;Oslo Trek Hoodie-XS-Purple;40;20;130;0,1;25;500
Franchise;Parwich;Derbyshire;Cooper Electric Supply Co;15/01/2018;12771;Clothing;Men;Hoodies & Sweatshirts;MH08-XS-Red;Oslo Trek Hoodie-XS-Red;175;27;345,6;0,1;40;1080
Franchise;Parwich;Derbyshire;Mcallister & Murphy Pc;15/01/2018;10272;Clothing;Men;Hoodies & Sweatshirts;MH09;Abominable Hoodie;175;30;257,4;0,1;26;780
Franchise;Newquay;Cornwall;Blanton, Mary R Attorney;15/01/2018;12771;Clothing;Men;Hoodies & Sweatshirts;MH09-L-Blue;Abominable Hoodie-L-Blue;95;43;1.087,90;0;46;1978
Franchise;Shard End Ward;West Midlands;Upper Deck Co;15/01/2018;1921;Clothing;Men;Hoodies & Sweatshirts;MH09-L-Green;Abominable Hoodie-L-Green;120;41;364,1;0,1;24;984
Supermarket;Abbey Ward;Buckinghamshire;Cap Gemini America;15/01/2018;18945;Clothing;Men;Hoodies & Sweatshirts;MH09-L-Red;Abominable Hoodie-L-Red;160;27;418,8;0,1;33;891
Supermarket;Ryde;Isle of Wight;Victory Coating;15/01/2018;46884;Clothing;Men;Hoodies & Sweatshirts;MH09-M-Blue;Abominable Hoodie-M-Blue;40;24;42,5;  -  ;3;72
Local store;Carbrooke;Norfolk;Twining Nemia & Steflik;16/01/2018;58784;Clothing;Men;Hoodies & Sweatshirts;MH09-M-Green;Abominable Hoodie-M-Green;205;31;231,9;0;17;527
Local store;Bargate Ward;Southampton;Kiqo Pure Gold Oldies 104 Fm;16/01/2018;58784;Clothing;Men;Hoodies & Sweatshirts;MH09-M-Red;Abominable Hoodie-M-Red;35;21;280,1;0,1;29;609
Franchise;St. Ive;Cornwall;Typesetters;16/01/2018;58784;Clothing;Men;Hoodies & Sweatshirts;MH09-S-Blue;Abominable Hoodie-S-Blue;40;44;715;0,1;25;1100
Franchise;Parwich;Derbyshire;Jeanettes Drapery & Upholstery;16/01/2018;22118;Clothing;Men;Hoodies & Sweatshirts;MH09-S-Green;Abominable Hoodie-S-Green;175;39;877,5;0,1;50;1950
Small chain store;Carbrooke;Norfolk;Prugh, Pamela J Cpa;16/01/2018;58784;Clothing;Men;Hoodies & Sweatshirts;MH09-S-Red;Abominable Hoodie-S-Red;205;26;81,1;0;12;312
Supermarket;Norton Canes;Staffordshire;Neeley, Gregory W Esq;16/01/2018;58784;Clothing;Men;Hoodies & Sweatshirts;MH08-XS-Brown;Oslo Trek Hoodie-XS-Brown;35;38;357,2;0;20;760
Supermarket;St. Ive;Cornwall;Village Business Center;16/01/2018;48199;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Blue;Abominable Hoodie-XL-Blue;40;38;750,1;0,1;47;1786
Local store;Broxburn, Uphall and Winchburg;West Lothian;Carlin, Angela G Esq;17/01/2018;16999;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Green;Abominable Hoodie-XL-Green;155;45;421,2;0,1;18;810
Franchise;Abbey Ward;Buckinghamshire;Fan Shop;17/01/2018;20711;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Red;Abominable Hoodie-XL-Red;160;34;306;  -  ;18;612
Small chain store;Bulwell Ward;Nottinghamshire;Mccartney Printing Services;17/01/2018;66;Clothing;Men;Hoodies & Sweatshirts;MH09-XS-Blue;Abominable Hoodie-XS-Blue;75;39;639,6;0,1;41;1599
Supermarket;Chichester;West Sussex;Greater Cinc Schl Empl Crdt Un;17/01/2018;20711;Clothing;Men;Hoodies & Sweatshirts;MH09-XS-Green;Abominable Hoodie-XS-Green;20;35;80,5;0,1;5;175
Local store;Carbrooke;Norfolk;Haar, Allen F;18/01/2018;44197;Clothing;Men;Hoodies & Sweatshirts;MH09-XS-Red;Abominable Hoodie-XS-Red;205;32;518,4;0;27;864
Franchise;Meads Ward;East Sussex;Sunderland Publishing Co;18/01/2018;38340;Clothing;Men;Hoodies & Sweatshirts;MH10;Mach Street Sweatshirt ;110;36;829,4;0;36;1296
Local store;Carbrooke;Norfolk;Twining Nemia & Steflik;19/01/2018;35936;Clothing;Men;Hoodies & Sweatshirts;MH10-L-Black;Mach Street Sweatshirt -L-Black;205;33;419,4;0,1;41;1353
Local store;Broxburn, Uphall and Winchburg;West Lothian;Harmons;19/01/2018;35936;Clothing;Men;Hoodies & Sweatshirts;MH10-L-Blue;Mach Street Sweatshirt -L-Blue;155;29;719,2;0;40;1160
Local store;Broxburn, Uphall and Winchburg;West Lothian;Mail Boxes Etc;19/01/2018;49505;Clothing;Men;Hoodies & Sweatshirts;MH03-M-Black;Bruno Compete Hoodie-M-Black;155;25;561;0;34;850
Local store;Broxburn, Uphall and Winchburg;West Lothian;Grt Amercn Fed Svngs & Ln Assn;19/01/2018;38021;Clothing;Men;Hoodies & Sweatshirts;MH10-L-Red;Mach Street Sweatshirt -L-Red;155;28;282,2;0;36;1008
Local store;Treorchy Community;Rhondda Cynon Taff;Allied Plastics;19/01/2018;32800;Clothing;Men;Hoodies & Sweatshirts;MH10-M-Black;Mach Street Sweatshirt -M-Black;70;27;378;0,1;40;1080
Franchise;Abbey Ward;Buckinghamshire;Tremont, Michael A Esq;19/01/2018;32800;Clothing;Men;Hoodies & Sweatshirts;MH10-M-Blue;Mach Street Sweatshirt -M-Blue;160;26;187,7;0,1;19;494
Franchise;New Milton;Hampshire;Newton Clerk;19/01/2018;37638;Clothing;Men;Hoodies & Sweatshirts;MH10-M-Red;Mach Street Sweatshirt -M-Red;35;26;514,8;0,1;33;858
Franchise;South Ward;North Eart Lincolnshire;Thompson, Chesney Md;19/01/2018;38021;Clothing;Men;Hoodies & Sweatshirts;MH06;Stark Fundamental Hoodie;60;34;261,1;0;16;544
Small chain store;Carbrooke;Norfolk;Prugh, Pamela J Cpa;19/01/2018;58759;Clothing;Men;Hoodies & Sweatshirts;MH10-S-Black;Mach Street Sweatshirt -S-Black;205;43;111,8;0,1;4;172
Small chain store;St. Stephens Ward;Kent;Alan D Rosenburg Cpa Pc;19/01/2018;52608;Clothing;Men;Hoodies & Sweatshirts;MH03-XS-Green;Bruno Compete Hoodie-XS-Green;40;39;800,3;0,1;36;1404
Small chain store;Loundsley Green Ward;Derbyshire;Young Door Company;19/01/2018;31138;Clothing;Men;Hoodies & Sweatshirts;MH10-S-Blue;Mach Street Sweatshirt -S-Blue;55;24;586,1;0,1;37;888
Small chain store;Maybury and Sheerwater Ward;Surrey;Reliable Yard Service;19/01/2018;38021;Clothing;Men;Hoodies & Sweatshirts;MH04-L-White;Frankie  Sweatshirt-L-White;60;33;485,8;0;46;1518
Supermarket;Abbey Ward;Buckinghamshire;M D & W Railway;19/01/2018;32800;Clothing;Men;Hoodies & Sweatshirts;MH10-S-Red;Mach Street Sweatshirt -S-Red;160;33;511,8;0;33;1089
Supermarket;Loundsley Green Ward;Derbyshire;Chuckmaster Co;19/01/2018;49505;Clothing;Men;Hoodies & Sweatshirts;MH10-XL-Black;Mach Street Sweatshirt -XL-Black;55;40;120;0;12;480
Local store;Carbrooke;Norfolk;Shannon, Paul V Esq;20/01/2018;53891;Clothing;Men;Hoodies & Sweatshirts;MH10-XL-Blue;Mach Street Sweatshirt -XL-Blue;205;28;182;0;25;700
Local store;Carbrooke;Norfolk;Computemp;20/01/2018;28225;Clothing;Men;Hoodies & Sweatshirts;MH10-XL-Red;Mach Street Sweatshirt -XL-Red;205;34;153;  -  ;9;306
Local store;Carbrooke;Norfolk;N Rockland Educl Fed Crdt Un;20/01/2018;7815;Clothing;Men;Hoodies & Sweatshirts;MH10-XS-Black;Mach Street Sweatshirt -XS-Black;205;39;142,7;0,1;6;234
Franchise;Abbey Ward;Buckinghamshire;A All In One Construction;20/01/2018;55360;Clothing;Men;Hoodies & Sweatshirts;MH10-XS-Blue;Mach Street Sweatshirt -XS-Blue;160;30;940,8;0,1;49;1470
Franchise;New Milton;Hampshire;Newton Clerk;20/01/2018;55360;Clothing;Men;Hoodies & Sweatshirts;MH10-XS-Red;Mach Street Sweatshirt -XS-Red;35;36;884,5;  -  ;39;1404
Small chain store;Abbey Ward;Buckinghamshire;Barnett Industries Inc;20/01/2018;53891;Clothing;Men;Hoodies & Sweatshirts;MH11;Grayson Crewneck Sweatshirt ;160;33;377,5;0;44;1452
Small chain store;Westgate Ward;Gloucestershire;Blaineco Structural Movers;20/01/2018;53891;Clothing;Men;Hoodies & Sweatshirts;MH02-XL-Black;Teton Pullover Hoodie-XL-Black;50;26;358;0,1;27;702
Supermarket;Abbey Ward;Buckinghamshire;M D & W Railway;20/01/2018;53891;Clothing;Men;Hoodies & Sweatshirts;MH11-L-Orange;Grayson Crewneck Sweatshirt -L-Orange;160;30;496,8;0;36;1080
Supermarket;Abbey Ward;Buckinghamshire;Green Point Savings Bank;20/01/2018;13636;Clothing;Men;Hoodies & Sweatshirts;MH11-L-Red;Grayson Crewneck Sweatshirt -L-Red;160;30;585,6;0;32;960
Supermarket;Conisbrough and Denaby Ward;South Yorkshire;Sherpa Corp;20/01/2018;28225;Clothing;Men;Hoodies & Sweatshirts;MH11-L-White;Grayson Crewneck Sweatshirt -L-White;70;41;239,9;0;13;533
Franchise;Abbey Ward;Buckinghamshire;Russell, Amelia Mosley Esq;21/01/2018;24802;Clothing;Men;Hoodies & Sweatshirts;MH11-M-Orange;Grayson Crewneck Sweatshirt -M-Orange;160;28;196,6;0;18;504
Franchise;Sawston;Cambridgeshire;Tipton & Hurst;21/01/2018;10661;Clothing;Men;Hoodies & Sweatshirts;MH11-M-Red;Grayson Crewneck Sweatshirt -M-Red;5;38;590,5;0,1;42;1596
Supermarket;Longhill Ward;Yorkshire, East (North Humbers;Inter American Press Assn;21/01/2018;10661;Clothing;Men;Hoodies & Sweatshirts;MH09-L-Red;Abominable Hoodie-L-Red;25;43;518,6;  -  ;18;774
Local store;Broxburn, Uphall and Winchburg;West Lothian;Eagle Newspapers;22/01/2018;29319;Clothing;Men;Hoodies & Sweatshirts;MH11-M-White;Grayson Crewneck Sweatshirt -M-White;155;44;805,2;0,1;30;1320
Franchise;Abbey Ward;Buckinghamshire;Martin Morrissey;22/01/2018;19234;Clothing;Men;Hoodies & Sweatshirts;MH05-M-White;Hollister Backyard Sweatshirt-M-White;160;29;396,7;0;24;696
Small chain store;Sawston;Cambridgeshire;Callender, William C Esq;22/01/2018;29319;Clothing;Men;Hoodies & Sweatshirts;MH11-S-Orange;Grayson Crewneck Sweatshirt -S-Orange;5;43;577,9;0;21;903
Supermarket;Dee Ward;Dumfries and Galloway;Duffield, Michael C;22/01/2018;33025;Clothing;Men;Hoodies & Sweatshirts;MH07;Hero Hoodie;35;21;68,3;0,1;5;105
Supermarket;Chichester;West Sussex;Greater Cinc Schl Empl Crdt Un;22/01/2018;58277;Clothing;Men;Hoodies & Sweatshirts;MH03-M-Black;Bruno Compete Hoodie-M-Black;20;41;282,9;0;23;943
Small chain store;Howard Town Ward;Derbyshire;Advanced Data Systems;23/01/2018;12869;Clothing;Men;Hoodies & Sweatshirts;MH11-S-Red;Grayson Crewneck Sweatshirt -S-Red;45;44;171,6;0,1;15;660
Small chain store;Loundsley Green Ward;Derbyshire;Weiss Spirt & Guyer;23/01/2018;7043;Clothing;Men;Hoodies & Sweatshirts;MH11-S-White;Grayson Crewneck Sweatshirt -S-White;55;44;51;0,1;4;176
Local store;Carbrooke;Norfolk;Drubner, Norman S Esq;24/01/2018;17186;Clothing;Men;Hoodies & Sweatshirts;MH11-XL-Orange;Grayson Crewneck Sweatshirt -XL-Orange;205;23;529,7;0,1;49;1127
Local store;Warlingham;Surrey;Desktop Center;24/01/2018;20422;Clothing;Men;Hoodies & Sweatshirts;MH11-XL-Red;Grayson Crewneck Sweatshirt -XL-Red;50;33;90,8;0;5;165
Local store;Newbold and Brownsover Ward;Warwickshire;Viking Lodge;24/01/2018;24544;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Red;Abominable Hoodie-XL-Red;80;38;518,7;0,1;39;1482
Franchise;Abbey Ward;Buckinghamshire;Rosenkrance, Brent;24/01/2018;20422;Clothing;Men;Hoodies & Sweatshirts;MH11-XL-White;Grayson Crewneck Sweatshirt -XL-White;160;22;217,8;0;30;660
Franchise;Abbey Ward;Buckinghamshire;Packaging Corp Of America;24/01/2018;24544;Clothing;Men;Hoodies & Sweatshirts;MH11-XS-Orange;Grayson Crewneck Sweatshirt -XS-Orange;160;43;759,8;0,1;31;1333
Franchise;Cockerton West Ward;Darlington;Holiday House Apts;24/01/2018;55937;Clothing;Men;Hoodies & Sweatshirts;MH11-XS-Red;Grayson Crewneck Sweatshirt -XS-Red;35;35;285,6;0,1;24;840
Franchise;Chichester;West Sussex;Or Draymen & Warehousemans;24/01/2018;24544;Clothing;Men;Hoodies & Sweatshirts;MH11-XS-White;Grayson Crewneck Sweatshirt -XS-White;20;22;188,1;0;15;330
Franchise;Middlewich;Cheshire;Haney, Tom C Md;24/01/2018;17186;Clothing;Men;Hoodies & Sweatshirts;MH12;Ajax Full-Zip Sweatshirt ;60;45;148,5;0,1;11;495
Supermarket;Warlingham;Surrey;Burlington Co Library;24/01/2018;55937;Clothing;Men;Hoodies & Sweatshirts;MH12-L-Blue;Ajax Full-Zip Sweatshirt -L-Blue;50;42;147;0,1;10;420
Franchise;Sawston;Cambridgeshire;Tipton & Hurst;25/01/2018;15718;Clothing;Men;Hoodies & Sweatshirts;MH10-XL-Red;Mach Street Sweatshirt -XL-Red;5;41;840,5;0,1;50;2050
Supermarket;Abbey Ward;Buckinghamshire;Lovitch, Alan F;25/01/2018;15718;Clothing;Men;Hoodies & Sweatshirts;MH12-L-Green;Ajax Full-Zip Sweatshirt -L-Green;160;30;615,6;0,1;36;1080
Supermarket;Abbey Ward;Buckinghamshire;Galloway Electric Co Inc;25/01/2018;11686;Clothing;Men;Hoodies & Sweatshirts;MH12-L-Red;Ajax Full-Zip Sweatshirt -L-Red;160;23;533,1;0,1;38;874
Supermarket;Abbey Ward;Buckinghamshire;Geneva Woods Professional Ctr;25/01/2018;15718;Clothing;Men;Hoodies & Sweatshirts;MH10-XS-Red;Mach Street Sweatshirt -XS-Red;160;28;528,1;0;41;1148
Supermarket;Hawerby cum Beesby;Lincolnshire;Chile Pepper Magazine;25/01/2018;10530;Clothing;Men;Hoodies & Sweatshirts;MH12-M-Blue;Ajax Full-Zip Sweatshirt -M-Blue;40;44;105,6;0;4;176
Local store;Beeston West Ward;Nottinghamshire;Walker, Susan S Esq;26/01/2018;8868;Clothing;Men;Hoodies & Sweatshirts;MH12-M-Green;Ajax Full-Zip Sweatshirt -M-Green;140;34;42,8;0;3;102
Franchise;Parwich;Derbyshire;Flash, Elena Salerno Esq;26/01/2018;19047;Clothing;Men;Hoodies & Sweatshirts;MH11-XS-White;Grayson Crewneck Sweatshirt -XS-White;175;38;19;0,1;1;38
Small chain store;Dee Ward;Dumfries and Galloway;Owensboro Brick & Tile;26/01/2018;19047;Clothing;Men;Hoodies & Sweatshirts;MH12-M-Red;Ajax Full-Zip Sweatshirt -M-Red;35;41;81,2;0;3;123
Small chain store;St. Stephens Ward;Kent;Mouw & Celello Pc;26/01/2018;17155;Clothing;Men;Hoodies & Sweatshirts;MH12-S-Blue;Ajax Full-Zip Sweatshirt -S-Blue;40;41;841,3;  -  ;36;1476
Supermarket;Abbey Ward;Buckinghamshire;Visiting Nur Assn Ctrl Jersey;26/01/2018;8868;Clothing;Men;Hoodies & Sweatshirts;MH12-S-Green;Ajax Full-Zip Sweatshirt -S-Green;160;45;1.025,10;0;34;1530
Supermarket;Warlingham;Surrey;C C Industries;26/01/2018;17155;Clothing;Men;Hoodies & Sweatshirts;MH12-S-Red;Ajax Full-Zip Sweatshirt -S-Red;50;43;839,8;0;31;1333
Franchise;Abbey Ward;Buckinghamshire;Nelson & Paulson Chartered;27/01/2018;20480;Clothing;Men;Hoodies & Sweatshirts;MH12-XL-Blue;Ajax Full-Zip Sweatshirt -XL-Blue;160;23;41,4;0;4;92
Supermarket;Abbey Ward;Buckinghamshire;Capital Thrpy & Spts Medcn Inc;27/01/2018;20480;Clothing;Men;Hoodies & Sweatshirts;MH12-XL-Green;Ajax Full-Zip Sweatshirt -XL-Green;160;45;803,7;0;38;1710
Supermarket;South Ward;North Eart Lincolnshire;Sun Toledo Refinery Co;27/01/2018;20484;Clothing;Men;Hoodies & Sweatshirts;MH12-XL-Red;Ajax Full-Zip Sweatshirt -XL-Red;60;33;147,8;0,1;14;462
Franchise;Abbey Ward;Buckinghamshire;Mata, Mario A Esq;28/01/2018;5316;Clothing;Men;Hoodies & Sweatshirts;MH12-XS-Blue;Ajax Full-Zip Sweatshirt -XS-Blue;160;31;755,2;0,1;42;1302
Franchise;Abbey Ward;Buckinghamshire;Meredith Paving Corp;28/01/2018;35847;Clothing;Men;Hoodies & Sweatshirts;MH12-XS-Green;Ajax Full-Zip Sweatshirt -XS-Green;160;43;346,2;0,1;23;989
Franchise;St. Marys Ward;Greater Manchester;Philosophical Rsrch Scty Bkstr;28/01/2018;21383;Clothing;Men;Hoodies & Sweatshirts;MH12-XS-Red;Ajax Full-Zip Sweatshirt -XS-Red;70;22;327,4;0,1;31;682
Local store;Carbrooke;Norfolk;New Jersey Tanning Co Inc;29/01/2018;18595;Clothing;Men;Hoodies & Sweatshirts;MH13;Marco Lightweight Active Hoodie;205;25;100;0;16;400
Franchise;Abbey Ward;Buckinghamshire;All County Inc;29/01/2018;15270;Clothing;Men;Hoodies & Sweatshirts;MH05-XS-Red;Hollister Backyard Sweatshirt-XS-Red;160;38;916,6;  -  ;36;1368
Franchise;Abbey Ward;Buckinghamshire;Mail Boxes Etc;29/01/2018;52416;Clothing;Men;Hoodies & Sweatshirts;MH12-M-Blue;Ajax Full-Zip Sweatshirt -M-Blue;160;41;83,6;0,1;6;246
Franchise;St. Enoder;Cornwall;Elmark Graphics Inc;29/01/2018;52416;Clothing;Men;Hoodies & Sweatshirts;MH13-L-Blue;Marco Lightweight Active Hoodie-L-Blue;30;44;1.073,60;0;40;1760
Small chain store;Laindon Park Ward;Essex;Laitinen, Stephen B Esq;29/01/2018;30341;Clothing;Men;Hoodies & Sweatshirts;MH13-L-Green;Marco Lightweight Active Hoodie-L-Green;90;28;329,3;0,1;42;1176
Small chain store;Loundsley Green Ward;Derbyshire;J C S Machinery;29/01/2018;30341;Clothing;Men;Hoodies & Sweatshirts;MH13-L-Lavender;Marco Lightweight Active Hoodie-L-Lavender;55;36;487,1;0,1;41;1476
Small chain store;Loundsley Green Ward;Derbyshire;Weiss Spirt & Guyer;29/01/2018;40101;Clothing;Men;Hoodies & Sweatshirts;MH13-M-Blue;Marco Lightweight Active Hoodie-M-Blue;55;29;493,6;0,1;46;1334
Small chain store;St. Stephens Ward;Kent;Interdependence Associates Inc;29/01/2018;30341;Clothing;Men;Hoodies & Sweatshirts;MH03-M-Green;Bruno Compete Hoodie-M-Green;40;45;837;  -  ;30;1350
Supermarket;Bargate Ward;Southampton;Mmm Design Group;29/01/2018;18595;Clothing;Men;Hoodies & Sweatshirts;MH05-S-White;Hollister Backyard Sweatshirt-S-White;35;44;108,2;0,1;6;264
Local store;Parwich;Derbyshire;Pathe Cmptr Cntrl Systems Corp;30/01/2018;32676;Clothing;Men;Hoodies & Sweatshirts;MH13-M-Green;Marco Lightweight Active Hoodie-M-Green;175;40;769,6;0,1;37;1480
Small chain store;Brimpton;Berkshire;Torrefazione Italia Inc;30/01/2018;4454;Clothing;Men;Hoodies & Sweatshirts;MH13-M-Lavender;Marco Lightweight Active Hoodie-M-Lavender;35;32;282,9;0;17;544
Supermarket;Gresham Ward;Middlesbrough;Sawyer, Robert M Esq;30/01/2018;30053;Clothing;Men;Hoodies & Sweatshirts;MH13-S-Blue;Marco Lightweight Active Hoodie-S-Blue;35;29;380,5;0,1;41;1189
Local store;Llangeler Community;Ceredigion;U S Sapporo A Inc;31/01/2018;39904;Clothing;Men;Hoodies & Sweatshirts;MH13-S-Green;Marco Lightweight Active Hoodie-S-Green;50;42;1.201,20;  -  ;44;1848
Franchise;Aldborough Ward;Greater London;Teti, Louis N Esq;31/01/2018;19493;Clothing;Men;Hoodies & Sweatshirts;MH13-S-Lavender;Marco Lightweight Active Hoodie-S-Lavender;35;20;341;0,1;31;620
Franchise;St. Ive;Cornwall;Typesetters;31/01/2018;38529;Clothing;Men;Hoodies & Sweatshirts;MH13-XL-Blue;Marco Lightweight Active Hoodie-XL-Blue;40;29;540;0;38;1102
Franchise;Parwich;Derbyshire;Levy Security Consultants Ltd;31/01/2018;55713;Clothing;Men;Hoodies & Sweatshirts;MH13-XL-Green;Marco Lightweight Active Hoodie-XL-Green;175;36;758,5;0,1;49;1764
Franchise;Beeston West Ward;Nottinghamshire;El Adobe Inn;31/01/2018;13604;Clothing;Men;Hoodies & Sweatshirts;MH13-XL-Lavender;Marco Lightweight Active Hoodie-XL-Lavender;140;23;550,6;0;38;874
Small chain store;Llangeler Community;Ceredigion;Mcmahan Mcmahan & Brinkley;31/01/2018;13604;Clothing;Men;Hoodies & Sweatshirts;MH13-XS-Blue;Marco Lightweight Active Hoodie-XS-Blue;50;23;473,3;0,1;42;966
Franchise;Meads Ward;East Sussex;Sunderland Publishing Co;01/02/2018;21222;Clothing;Men;Hoodies & Sweatshirts;MH08-L-Brown;Oslo Trek Hoodie-L-Brown;110;43;1.021,70;0,1;36;1548
Franchise;Abbey Ward;Buckinghamshire;Accurate Engraving Co;01/02/2018;21222;Clothing;Men;Hoodies & Sweatshirts;MH13-XS-Green;Marco Lightweight Active Hoodie-XS-Green;160;45;772,2;0;26;1170
Local store;Royal Hospital Ward;Greater London;Shirleys Print Shoppe;02/02/2018;14400;Clothing;Men;Hoodies & Sweatshirts;MH01-L-Gray;Chaz Kangeroo Hoodie-L-Gray;30;38;632,3;0,1;32;1216
Local store;Castle Ward;West Sussex;Schwend Signs;02/02/2018;25120;Clothing;Men;Hoodies & Sweatshirts;MH13-XS-Lavender;Marco Lightweight Active Hoodie-XS-Lavender;40;39;386,1;0;22;858
Local store;Middlewich;Cheshire;K C Products Co;02/02/2018;14400;Clothing;Men;Hoodies & Sweatshirts;MH09;Abominable Hoodie;60;22;338,8;0;35;770
Franchise;Abbey Ward;Buckinghamshire;Engelbrecht Ackerman & Hassman;02/02/2018;35776;Clothing;Men;Hoodies & Sweatshirts;MH01-XS-Gray;Chaz Kangeroo Hoodie-XS-Gray;160;26;421,2;0,1;36;936
Franchise;Woodstock Ward;South Gloucestershire;Valley Prodn Ctr For Vid & Aud;02/02/2018;41988;Clothing;Men;Jackets;MJ01;Beaumont Summit Kit;35;45;594;0,1;33;1485
Franchise;Bargate Ward;Southampton;Coastal Technologies;02/02/2018;14400;Clothing;Men;Jackets;MJ01-L-Orange;Beaumont Summit Kit-L-Orange;35;59;1.370,00;0,1;43;2537
Small chain store;Carbrooke;Norfolk;Goodfellow Agency;02/02/2018;35776;Clothing;Men;Jackets;MJ01-L-Red;Beaumont Summit Kit-L-Red;205;50;130,5;0,1;9;450
Small chain store;Carbrooke;Norfolk;Goodfellow Agency;02/02/2018;41988;Clothing;Men;Jackets;MJ01-L-Yellow;Beaumont Summit Kit-L-Yellow;205;56;305,8;0,1;14;784
Small chain store;Carbrooke;Norfolk;Goodfellow Agency;02/02/2018;25120;Clothing;Men;Jackets;MJ01-M-Orange;Beaumont Summit Kit-M-Orange;205;65;897;  -  ;46;2990
Small chain store;Carbrooke;Norfolk;Prugh, Pamela J Cpa;02/02/2018;14627;Clothing;Men;Jackets;MJ01-M-Red;Beaumont Summit Kit-M-Red;205;55;672,1;0,1;47;2585
Small chain store;Dunblane and Bridge of Allan W;Stirling;Denticator;02/02/2018;25120;Clothing;Men;Jackets;MJ01-M-Yellow;Beaumont Summit Kit-M-Yellow;25;43;206,4;0,1;10;430
Small chain store;Ryde;Isle of Wight;L & M Industrial Chemicals Inc;02/02/2018;41988;Clothing;Men;Jackets;MJ01-S-Orange;Beaumont Summit Kit-S-Orange;40;63;533;0,1;18;1134
Small chain store;Chichester;West Sussex;Gallagher, John J Esq;02/02/2018;17636;Clothing;Men;Jackets;MJ01-S-Red;Beaumont Summit Kit-S-Red;20;65;61,1;0;2;130
Supermarket;Abbey Ward;Buckinghamshire;Sadowski, Jeffrey A;02/02/2018;44387;Clothing;Men;Jackets;MJ01-S-Yellow;Beaumont Summit Kit-S-Yellow;160;53;318;0;20;1060
Supermarket;Abbey Ward;Buckinghamshire;Rug Gallery;02/02/2018;44387;Clothing;Men;Jackets;MJ01-XL-Orange;Beaumont Summit Kit-XL-Orange;160;63;1.480,50;0,1;50;3150
Supermarket;Abbey Ward;Buckinghamshire;Watson, Richard I Md;02/02/2018;59459;Clothing;Men;Jackets;MJ01-XL-Red;Beaumont Summit Kit-XL-Red;160;47;488,8;0,1;40;1880
Local store;Carbrooke;Norfolk;Shannon, Paul V Esq;03/02/2018;26945;Clothing;Men;Jackets;MJ01-XL-Yellow;Beaumont Summit Kit-XL-Yellow;205;57;925,7;  -  ;29;1653
Local store;Aldridge Central and South War;West Midlands;Cavuto, John A;03/02/2018;417;Clothing;Men;Jackets;MJ01-XS-Orange;Beaumont Summit Kit-XS-Orange;10;63;115,3;0,1;3;189
