Category,City,Country.Region,Customer.Name,Discount..bin.,Manufacturer,Order.Date,Order.ID,Postal.Code,Product.Name,Promo,Region,Segment,Ship.Date,Ship.Mode,State,Discount,Profit,Quantity,Sales
Office Supplies,Columbus,United States,Ryan Crowe,0.3,Other,25/08/2017,CA-2017-115259,43229,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Envelopes,East,Consumer,27/08/2017,Second Class,Ohio,0.1400890877984627,1.652,2,4.72
Office Supplies,Columbus,United States,Ryan Crowe,0.3,Xerox,25/08/2017,CA-2017-115259,43229,Xerox 1921,Paper,East,Consumer,27/08/2017,Second Class,Ohio,0.17932991836385995,7.4925,3,23.976
Office Supplies,Columbus,United States,Ryan Crowe,0.3,Tyvek,25/08/2017,CA-2017-115259,43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Envelopes,East,Consumer,27/08/2017,Second Class,Ohio,0.11621509128726085,44.0316,6,130.464
Furniture,Seattle,United States,Dave Kipp,0.0,Hon,02/03/2018,CA-2018-110457,98103,Hon Racetrack Conference Tables,After promo,West,Consumer,06/03/2018,Standard Class,Washington,0.06778965811244397,165.3813,3,787.53
Office Supplies,Bristol,United States,Greg Guthrie,1.3,GBC,05/04/2018,US-2018-136476,37620,GBC DocuBind 300 Electric Binding Machine,Binders,South,Corporate,10/04/2018,Standard Class,Tennessee,0.7509176612601183,-115.7156,1,157.794
Furniture,Wilmington,United States,Steven Cartwright,0.0,Other,12/06/2019,CA-2019-103730,19805,Artistic Insta-Plaque,Furnishings,East,Consumer,15/06/2019,First Class,Delaware,0,18.3456,3,47.04
Office Supplies,Wilmington,United States,Steven Cartwright,0.0,DXL,12/06/2019,CA-2019-103730,19805,DXL Angle-View Binders with Locking Rings by Samsill,Binders,East,Consumer,15/06/2019,First Class,Delaware,0,13.878,4,30.84
Office Supplies,Wilmington,United States,Steven Cartwright,0.0,Other,12/06/2019,CA-2019-103730,19805,"Companion Letter/Legal File, Black",Storage,East,Consumer,15/06/2019,First Class,Delaware,0,63.4368,6,226.56
Office Supplies,Wilmington,United States,Steven Cartwright,0.0,Global,12/06/2019,CA-2019-103730,19805,Globe Weis Peel & Seel First Class Envelopes,Envelopes,East,Consumer,15/06/2019,First Class,Delaware,0.06768824150785058,51.759,9,115.02
Technology,Wilmington,United States,Steven Cartwright,0.0,Other,12/06/2019,CA-2019-103730,19805,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Phones,East,Consumer,15/06/2019,First Class,Delaware,0.018532810732720242,19.7316,7,68.04
Furniture,Houston,United States,Alan Dominguez,0.5,Global,26/12/2017,US-2017-152030,77041,Global Deluxe High-Back Manager's Chair,Chairs,Central,Home Office,28/12/2017,Second Class,Texas,0.34721467375940107,-8.5794,3,600.558
Furniture,Bloomington,United States,Philip Fox,0.9,Bevis,20/09/2017,US-2017-134614,61701,Bevis 44 x 96 Conference Tables,After promo,Central,Consumer,25/09/2017,Standard Class,Illinois,0.5732769235244315,-407.682,6,617.7
Office Supplies,Phoenix,United States,Troy Staebel,1.3,Avery,05/11/2020,US-2020-107272,85023,"Avery Durable Slant Ring Binders, No Labels",Binders,West,Consumer,12/11/2020,Standard Class,Arizona,0.7866659560695103,-1.8308,2,2.388
Office Supplies,Phoenix,United States,Troy Staebel,0.3,Other,05/11/2020,US-2020-107272,85023,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage,West,Consumer,12/11/2020,Standard Class,Arizona,0.16167663587944092,30.499,7,243.992
Furniture,Los Angeles,United States,Lindsay Shagiari,0.3,Global,06/11/2019,US-2019-125969,90004,"Global Task Chair, Black",Chairs,West,Home Office,10/11/2019,Second Class,California,0.2677145502747521,-9.1602,2,81.424
Furniture,Los Angeles,United States,Lindsay Shagiari,0.0,Eldon,06/11/2019,US-2019-125969,90004,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furnishings,West,Home Office,10/11/2019,Second Class,California,0.03871807958930304,26.2416,3,238.56
Technology,Columbus,United States,Dorothy Wardle,0.7,Anker,02/02/2020,US-2020-164147,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Phones,East,Corporate,05/02/2020,First Class,Ohio,0.36518745905066285,-11.994,5,59.97
Office Supplies,Columbus,United States,Dorothy Wardle,0.3,Xerox,02/02/2020,US-2020-164147,43229,Xerox 1916,Paper,East,Corporate,05/02/2020,First Class,Ohio,0.1551201428966649,29.364,2,78.304
Office Supplies,Columbus,United States,Dorothy Wardle,0.3,Other,02/02/2020,US-2020-164147,43229,Staples,Fasteners,East,Corporate,05/02/2020,First Class,Ohio,0.25740102322642033,6.9732,9,21.456
Office Supplies,Roseville,United States,Lena Creighton,0.0,Xerox,13/10/2019,CA-2019-145583,95661,Xerox 195,Paper,West,Consumer,19/10/2019,Standard Class,California,0,9.6192,3,20.04
Office Supplies,Roseville,United States,Lena Creighton,0.0,Xerox,13/10/2019,CA-2019-145583,95661,Xerox 1880,Paper,West,Consumer,19/10/2019,Standard Class,California,0.047550154327540076,16.6568,1,35.44
Office Supplies,Roseville,United States,Lena Creighton,0.0,Sanford,13/10/2019,CA-2019-145583,95661,"Sanford Colorific Colored Pencils, 12/Box",Art,West,Consumer,19/10/2019,Standard Class,California,0,3.456,4,11.52
Office Supplies,Roseville,United States,Lena Creighton,0.0,Other,13/10/2019,CA-2019-145583,95661,Ideal Clamps,Fasteners,West,Consumer,19/10/2019,Standard Class,California,0,1.9698,2,4.02
Office Supplies,Roseville,United States,Lena Creighton,0.3,GBC,13/10/2019,CA-2019-145583,95661,GBC Wire Binding Strips,Binders,West,Consumer,19/10/2019,Standard Class,California,0.16837030402526573,26.6616,3,76.176
Office Supplies,Roseville,United States,Lena Creighton,0.0,Fiskars,13/10/2019,CA-2019-145583,95661,Fiskars Softgrip Scissors,Before promo,West,Consumer,19/10/2019,Standard Class,California,0,18.4464,6,65.88
Furniture,Roseville,United States,Lena Creighton,0.0,Other,13/10/2019,CA-2019-145583,95661,Longer-Life Soft White Bulbs,Furnishings,West,Consumer,19/10/2019,Standard Class,California,0.04488098169676465,20.6976,14,43.12
Furniture,Philadelphia,United States,Jonathan Doherty,0.3,Howard Miller,05/09/2019,CA-2019-110366,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,East,Corporate,07/09/2019,Second Class,Pennsylvania,0.15705283838958067,10.35,2,82.8
Office Supplies,San Francisco,United States,Sally Hughsby,0.0,Newell,18/09/2020,CA-2020-106180,94122,Newell 343,Art,West,Corporate,23/09/2020,Standard Class,California,0.07757564145139495,2.3814,3,8.82
Office Supplies,San Francisco,United States,Sally Hughsby,0.0,Other,18/09/2020,CA-2020-106180,94122,Convenience Packs of Business Envelopes,Envelopes,West,Corporate,23/09/2020,Standard Class,California,0,5.1042,3,10.86
Office Supplies,San Francisco,United States,Sally Hughsby,0.0,Xerox,18/09/2020,CA-2020-106180,94122,Xerox 1911,Paper,West,Corporate,23/09/2020,Standard Class,California,0.06672346275299051,68.976,3,143.7
Office Supplies,Independence,United States,Sandra Glassco,0.0,Sanyo,22/12/2020,CA-2020-155376,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,Central,Consumer,27/12/2020,Standard Class,Missouri,0,218.2518,3,839.43
Office Supplies,Pasadena,United States,Helen Andreada,0.0,SAFCO,07/09/2018,CA-2018-110744,91104,Safco Industrial Wire Shelving,Storage,West,Consumer,12/09/2018,Standard Class,California,0,20.1579,7,671.93
Furniture,Newark,United States,Maureen Gastineau,0.3,Seth Thomas,22/10/2017,CA-2017-110072,43055,"Seth Thomas 14"" Putty-Colored Wall Clock",Furnishings,East,Home Office,28/10/2017,Standard Class,Ohio,0.2284082920368447,12.9096,4,93.888
Technology,Franklin,United States,Justin Ellison,0.0,Plantronics,05/12/2019,CA-2019-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,Phones,Central,Corporate,09/12/2019,Standard Class,Wisconsin,0.009707109759160391,103.8015,11,384.45
Technology,Franklin,United States,Justin Ellison,0.0,Anker,05/12/2019,CA-2019-114489,53132,Anker Astro 15000mAh USB Portable Charger,Phones,Central,Corporate,09/12/2019,Standard Class,Wisconsin,0.031638251110386345,5.9988,3,149.97
Furniture,Franklin,United States,Justin Ellison,0.0,Hon,05/12/2019,CA-2019-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs,Central,Corporate,09/12/2019,Standard Class,Wisconsin,0,585.552,8,1951.84
Office Supplies,Franklin,United States,Justin Ellison,0.0,GBC,05/12/2019,CA-2019-114489,53132,GBC Prestige Therm-A-Bind Covers,Binders,Central,Corporate,09/12/2019,Standard Class,Wisconsin,0.013966738572342652,80.6285,5,171.55
Office Supplies,Scottsdale,United States,Tamara Willingham,0.3,Belkin,13/03/2019,CA-2019-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Appliances,West,Home Office,16/03/2019,First Class,Arizona,0.2593965673457952,17.766,5,157.92
Technology,Scottsdale,United States,Tamara Willingham,0.3,Jabra,13/03/2019,CA-2019-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Phones,West,Home Office,16/03/2019,First Class,Arizona,0.16482864431798827,15.2388,2,203.184
Office Supplies,San Jose,United States,Stephanie Phelps,0.0,Southworth,31/05/2018,CA-2018-124919,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,West,Corporate,02/06/2018,First Class,California,0,26.271,7,58.38
Office Supplies,San Jose,United States,Stephanie Phelps,0.0,Xerox,31/05/2018,CA-2018-124919,95123,Xerox 1883,Paper,West,Corporate,02/06/2018,First Class,California,0.025607628558191448,48.5392,4,105.52
Office Supplies,San Jose,United States,Stephanie Phelps,0.0,Tenex,31/05/2018,CA-2018-124919,95123,"Tenex Personal Project File with Scoop Front Design, Black",Storage,West,Corporate,02/06/2018,First Class,California,0.014000578538401604,21.0288,6,80.88
Office Supplies,Seattle,United States,Neil Knudson,0.0,Newell,28/05/2018,CA-2018-118948,98105,Newell 311,Art,West,Home Office,03/06/2018,Standard Class,Washington,0,1.7901,3,6.63
Furniture,Seattle,United States,Dave Brooks,0.3,Global,01/03/2017,CA-2017-104269,98115,Global Deluxe High-Back Manager's Chair,Chairs,West,Consumer,06/03/2017,Second Class,Washington,0.29663553055979164,51.4764,2,457.568
Office Supplies,Edmond,United States,Nora Paige,0.0,Avery,20/11/2019,CA-2019-114104,73034,Avery 519,Labels,Central,Consumer,24/11/2019,Standard Class,Oklahoma,0.04452906062967584,6.8714,2,14.62
Technology,Edmond,United States,Nora Paige,0.0,Avaya,20/11/2019,CA-2019-114104,73034,Avaya 5420 Digital phone,Phones,Central,Consumer,24/11/2019,Standard Class,Oklahoma,0.062215049332000914,236.2325,7,944.93
Office Supplies,Los Angeles,United States,Ted Trevino,0.0,Xerox,11/05/2019,CA-2019-162733,90045,Xerox 1920,Paper,West,Consumer,12/05/2019,First Class,California,0,2.691,1,5.98
Technology,Philadelphia,United States,Eric Murdock,0.3,Other,28/12/2018,CA-2018-119697,19134,Lenovo 17-Key USB Numeric Keypad,Accessories,East,Consumer,31/12/2018,Second Class,Pennsylvania,0.2046017722369264,1.3596,2,54.384
Office Supplies,Carlsbad,United States,Ruben Dartt,0.0,Staple envelope,16/11/2019,CA-2019-154508,88220,Staple envelope,Envelopes,West,Consumer,20/11/2019,Standard Class,New Mexico,0.08351775239398715,13.348,5,28.4
Office Supplies,Seattle,United States,Max Jones,0.3,Wilson Jones,07/11/2019,CA-2019-113817,98115,Wilson Jones International Size A4 Ring Binders,Binders,West,Consumer,11/11/2019,Standard Class,Washington,0.15618643483705363,9.688,2,27.68
Office Supplies,San Antonio,United States,Becky Martin,0.3,BIC,08/09/2017,CA-2017-139892,78207,BIC Brite Liner Highlighters,Art,Central,Consumer,12/09/2017,Standard Class,Texas,0.2809700585971773,2.7324,3,9.936
Technology,San Antonio,United States,Becky Martin,0.7,Other,08/09/2017,CA-2017-139892,78207,Lexmark MX611dhe Monochrome Laser Printer,Machines,Central,Consumer,12/09/2017,Standard Class,Texas,0.4308872234734391,-1359.992,8,8159.952
Office Supplies,San Antonio,United States,Becky Martin,0.3,Space Solutions,08/09/2017,CA-2017-139892,78207,Space Solutions HD Industrial Steel Shelving.,Storage,Central,Consumer,12/09/2017,Standard Class,Texas,0.20798059243895012,-58.6347,3,275.928
Furniture,San Antonio,United States,Becky Martin,0.5,SAFCO,08/09/2017,CA-2017-139892,78207,SAFCO Arco Folding Chair,Chairs,Central,Consumer,12/09/2017,Standard Class,Texas,0.2750227185359066,-24.858,9,1740.06
Office Supplies,San Antonio,United States,Becky Martin,0.3,Sanford,08/09/2017,CA-2017-139892,78207,Sanford Liquid Accent Highlighters,Art,Central,Consumer,12/09/2017,Standard Class,Texas,0.16205558636096748,6.8136,6,32.064
Office Supplies,San Antonio,United States,Becky Martin,1.5,Kensington,08/09/2017,CA-2017-139892,78207,Kensington 7 Outlet MasterPiece Power Center,Appliances,Central,Consumer,12/09/2017,Standard Class,Texas,0.7498265840538274,-453.849,5,177.98
Technology,San Antonio,United States,Becky Martin,0.3,Other,08/09/2017,CA-2017-139892,78207,JBL Micro Wireless Portable Bluetooth Speaker,Phones,Central,Consumer,12/09/2017,Standard Class,Texas,0.1171422459780051,8.9985,3,143.976
Office Supplies,Los Angeles,United States,Chad Sievert,0.0,Adams,05/08/2017,CA-2017-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Paper,West,Consumer,09/08/2017,Standard Class,California,0.05812785352057138,9.8418,3,20.94
Office Supplies,Los Angeles,United States,Chad Sievert,0.0,Xerox,05/08/2017,CA-2017-118962,90004,Xerox 1913,Paper,West,Consumer,09/08/2017,Standard Class,California,0.0211638992232244,53.2608,2,110.96
Furniture,Los Angeles,United States,Chad Sievert,0.3,Global,05/08/2017,CA-2017-118962,90004,"Global Value Steno Chair, Gray",Chairs,West,Consumer,09/08/2017,Standard Class,California,0.1736665641907541,21.259,7,340.144
Office Supplies,Chicago,United States,Jennifer Braxton,1.5,Kensington,14/09/2017,US-2017-100853,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Appliances,Central,Corporate,19/09/2017,Standard Class,Illinois,0.8620114067353336,-131.12,2,52.448
Office Supplies,Chicago,United States,Jennifer Braxton,0.3,Avery,14/09/2017,US-2017-100853,60623,Avery 51,Labels,Central,Corporate,19/09/2017,Standard Class,Illinois,0.12141386186224357,6.552,4,20.16
Office Supplies,Houston,United States,Shirley Jackson,1.5,Acco,21/04/2020,US-2020-152366,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Appliances,Central,Consumer,25/04/2020,Second Class,Texas,0.8465637025629587,-243.16,4,97.264
Furniture,Newark,United States,Joel Eaton,0.5,Other,21/11/2018,US-2018-101511,43055,"Padded Folding Chairs, Black, 4/Carton",Chairs,East,Consumer,23/11/2018,Second Class,Ohio,0.2289943641157902,-11.3372,7,396.802
Office Supplies,Newark,United States,Joel Eaton,0.3,Acme,21/11/2018,US-2018-101511,43055,Acme Rosewood Handle Letter Opener,Before promo,East,Consumer,23/11/2018,Second Class,Ohio,0.1077300557063996,-3.7715,5,15.88
Office Supplies,New York City,United States,Jim Kriz,0.0,Sanford,15/12/2018,CA-2018-137225,10009,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Art,East,Home Office,19/12/2018,Standard Class,New York,0,1.4104,1,3.28
Office Supplies,Decatur,United States,David Kendrick,0.3,Tenex,05/12/2017,CA-2017-166191,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage,Central,Corporate,09/12/2017,Second Class,Illinois,0.1700068033249242,1.8612,2,24.816
Technology,Decatur,United States,David Kendrick,0.3,Imation,05/12/2017,CA-2017-166191,62521,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Accessories,Central,Corporate,09/12/2017,Second Class,Illinois,0.21207729768139194,76.6395,7,408.744
Technology,Monroe,United States,Robert Marley,0.0,AT&T,19/11/2017,CA-2017-158274,71203,AT&T TR1909W,Phones,South,Home Office,24/11/2017,Second Class,Louisiana,0,131.0296,4,503.96
Technology,Monroe,United States,Robert Marley,0.0,Nokia,19/11/2017,CA-2017-158274,71203,Nokia Lumia 521 (T-Mobile),Phones,South,Home Office,24/11/2017,Second Class,Louisiana,0.07557298426826585,41.986,5,149.95
Technology,Monroe,United States,Robert Marley,0.0,HP,19/11/2017,CA-2017-158274,71203,HP Standard 104 key PS/2 Keyboard,Accessories,South,Home Office,24/11/2017,Second Class,Louisiana,0,7.25,2,29
Office Supplies,Fairfield,United States,Sally Knutson,0.0,Avery,28/11/2019,CA-2019-105018,6824,Avery Poly Binder Pockets,Binders,East,Consumer,02/12/2019,Standard Class,Connecticut,0,3.4368,2,7.16
Technology,Los Angeles,United States,Frank Merwin,0.0,SanDisk,26/08/2017,CA-2017-123260,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Accessories,West,Home Office,30/08/2017,Standard Class,California,0,22.984,8,176.8
Office Supplies,Grand Prairie,United States,Alice McCarthy,0.3,Other,16/07/2019,CA-2019-157000,75051,"Personal Filing Tote with Lid, Black/Gray",Storage,Central,Corporate,22/07/2019,Standard Class,Texas,0.2009847768385339,3.7224,3,37.224
Office Supplies,Grand Prairie,United States,Alice McCarthy,0.3,Southworth,16/07/2019,CA-2019-157000,75051,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,Central,Corporate,22/07/2019,Standard Class,Texas,0.24708330783366675,6.255,3,20.016
Furniture,New York City,United States,Mark Packer,0.3,Atlantic,12/10/2018,CA-2018-102281,10035,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Bookcases,East,Home Office,14/10/2018,First Class,New York,0.1129902903968938,112.392,4,899.136
Technology,New York City,United States,Mark Packer,0.0,Other,12/10/2018,CA-2018-102281,10035,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Phones,East,Home Office,14/10/2018,First Class,New York,0,20.0928,6,71.76
Office Supplies,New York City,United States,Mark Packer,0.0,Xerox,12/10/2018,CA-2018-102281,10035,Xerox 205,Paper,East,Home Office,14/10/2018,First Class,New York,0,24.8832,8,51.84
Furniture,New York City,United States,Mark Packer,0.3,Atlantic,12/10/2018,CA-2018-102281,10035,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,East,Home Office,14/10/2018,First Class,New York,0.17687608116057005,46.9764,3,626.352
Office Supplies,New York City,United States,Mark Packer,0.0,Other,12/10/2018,CA-2018-102281,10035,4009 Highlighters by Sanford,Art,East,Home Office,14/10/2018,First Class,New York,0,6.567,5,19.9
Office Supplies,Redlands,United States,Mary Zewe,0.0,Poly,31/10/2018,CA-2018-131457,92374,Poly String Tie Envelopes,Envelopes,West,Corporate,06/11/2018,Standard Class,California,0,6.7116,7,14.28
Office Supplies,Hamilton,United States,Cassandra Brandow,0.3,Binney & Smith,21/03/2017,CA-2017-140004,45011,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Art,East,Consumer,25/03/2017,Standard Class,Ohio,0.14463211955044133,1.2038,2,7.408
Office Supplies,Hamilton,United States,Cassandra Brandow,0.3,Binney & Smith,21/03/2017,CA-2017-140004,45011,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Art,East,Consumer,25/03/2017,Standard Class,Ohio,0.242275686784335,1.5876,3,6.048
Office Supplies,Westfield,United States,Valerie Mitchum,0.0,Decoflex,06/11/2020,CA-2020-107720,7090,Decoflex Hanging Personal Folder File,Storage,East,Home Office,13/11/2020,Standard Class,New Jersey,0.09810622534713559,12.0276,3,46.26
